ID,Link,Dish Name,Price,Location,Ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Black Forest Pastry,89,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Butterscotch Pastry,89,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Chocolate Jar Cake,109,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Blueberry Jar Cake,129,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Chocolate Snicker Cake,599,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Blueberry Bake Cheesecake Slice,149,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Classic Walnut Brownie,89,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Nutella Brownie,109,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Set of 2 Birthday Poster Chocolate Jar Cakes,329,Banashankari,1K+ ratings
1,https://www.swiggy.com/restaurants/bakingo-3rd-stage-banashankari-bangalore-420020,Set of 2 Anniversary Poster Chocolate Jar Cakes,329,Banashankari,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Rasgulla (1 Pc),28.57,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Balushahi,68.57,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kesar Peda,76.19,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Malai Peda,114.28,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kaju Phool,120,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kaju Soan Papdi,80,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Bombay Halwa,68.57,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Ghee Jalebi,57.14,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Black And White,76.19,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Pheni,55.23,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kaju Pista Katli,120,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Ordinary Mysore Pak,68.57,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Dry Fruit Halwa,76.19,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Petha Sandwich,60.95,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Petha Angoor,41.9,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Dry Fruit Mixture,80,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kaju Fry Masala,160.71,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Agra Mixture,60,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Khara Boondi,51.42,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Mota Sev,47.61,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Green Mixture,51.42,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Sweet Biscuits,47.61,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Salted Biscuits,47.61,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Dry Fruit Dal Moth,80,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Shimla Mixture,60,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Mini Samosa,47.61,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Fry Badam Salt,160.71,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Only Cashew (200 Gms),186.44,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Choco Sticks (200 Gms),186.44,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Pista Sticks (200 Gms),186.44,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Badam Sticks (200 Gms),169.49,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Almond Biscuits (250 Gms),169.49,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Ajwain Biscuits (250 Gms),118.64,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Masala Biscuits (250 Gms),118.64,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Pista Biscuits (250 Gms),169.49,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Jeera Biscuits (250 Gms),118.64,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Fruit Biscuits (250 Gms),118.64,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Kaju Pista Badam Chikki (1 Pc),43.81,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Gulab Chikki (1 Pc),19.04,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Groundnut Chikki,19.04,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Soan Papdi,104.76,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Sweet Rusk (250 Gms),104.76,Gandhi Bazar,1K+ ratings
2,https://www.swiggy.com/restaurants/kanti-sweets-gandhi-bazaar-gandhi-bazar-bangalore-285645,Til Murukku,119.04,Gandhi Bazar,1K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Down Burger & Popcorn Meal,428.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Down Burger & Pepsi Combo,316.19,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 Double Down Burgers,508.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 Double Down Burgers & Fries Meal,679.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Down Burger,259.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Longer Burger & 2 Strips Combo,219.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 X Veg Longer Burger,198.1,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Roll,119.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Peri Peri 10 Pc Chicken Strips & 2 Dips,499.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Peri Peri Chicken Strips - 6 Pc,299.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Chicken Roll Meal for 2,548.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Roll Meal for 2,479.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Chicken Roll Meal for 1,379.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Roll Meal for 1,339.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 Double Chicken Rolls,328.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 Classic Chicken Rolls,228.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Chicken Roll & Pepsi Combo,225.71,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Roll & Pepsi Combo,176.19,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Double Chicken Roll,168.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,House Party Chicken Combo,819.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Biryani Combo for Two,795.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,ChickÆn Dip Combo,719.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Zinger Burger & Chicken Combo,524.76,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Duo Burger & Strips Combo,599.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Crispy Chicken & Zinger Combo,539.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Meal for One,419.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Trio Burger & Strips Combo,928.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Veg Value Meal,279.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Zinger Meal for One,428.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Indulgence Combo,668.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Jumbo Chicken Feast,848.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Rolls Deal Meal,408.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Bucket for Two,599.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Krisper Burger Combo,539.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Mingles Bucket Meal,499.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Super Snacker Combo,458.1,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Strips Solo Combo,422.86,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Solo Feast,399.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken & French Fries Bucket,299.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Popcorn & French Fries Bucket,319.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 X Veg Krispers Burger Meal,288.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,All in One Chicken Bucket,548.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Ultimate Savings Chicken Bucket,699.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Stay Home Chicken Bucket,799.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Big 12 - Chicken Bucket,748.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Big 8 - Chicken Bucket,699.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Biryani Combo,740,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken Biryani Combo,740,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Biryani Bucket - Large,475.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Popcorn Chicken Biryani Bucket - Large,475.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken Biryani Bucket - Large,475.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Strips & Rice Combo,359.06,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Classic Chicken Biryani Bucket,229.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Popcorn Chicken Biryani Bucket,229.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken Biryani Bucket,229.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Veg Biryani Bucket,199.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Spicy Zinger Burger and Popcorn Meal,439,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Zinger Pro Burger & Popcorn Meal,459.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Spicy Zinger Burger and Chicken Meal,379,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Zinger Pro Burger,239.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Zinger Pro Burger & Chicken Meal,399.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Zinger Burger - Classic with Cheese,224.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Zinger Burger - Tandoori with Cheese,233.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Burger Buddy Meal,528.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Veg Zinger Burger with Cheese,213.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Mixed Chicken Zinger Burger Doubles,368.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Spicy Zinger Burger,219.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Zinger Burger - Classic,199.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Veg Zinger Burger,188.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Zinger Burger - Tandoori,208.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 X Chicken Krisper Burgers,248.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 X Veg Krisper Burgers,179.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot & Crispy Chicken - 8 pcs,768.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot & Crispy Chicken - 6 pcs,628.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot & Crispy Chicken - 4 pcs,428.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot & Crispy Chicken- 2 pcs,229.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot Chicken Wings - 4 pcs,179.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Hot & Crispy Chicken - 1 pc,115.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Popcorn - Large,248.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Popcorn - Medium,168.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chicken Popcorn - Regular,115.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken - 5 pc,528.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken - 2 pc,248.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Smoky Red Grilled Chicken - 1 pc,124.76,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Peri Peri Chicken Strips - 3 pc,179.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,2 pc Veg Patty,155.24,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,French Fries - Large,119.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,French Fries - Medium,99.05,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Pack of 4 Dips,109.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Pack of 2 Dips,57.14,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Tandoori Masala Dip,28.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Nashville Hot Pepper Sauce Bottle,189.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Dynamite Spicy Mayo Sauce Bottle,189.52,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chocolate Lava Cake,108.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Chocolate Mud Pie,128.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Coffee Mousse Cake,128.57,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Pepsi PET 475ml,57.14,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Pepsi Can 300 ml,57.14,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,7UP Can 300 ml,57.14,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Pepsi Black Can 300 ml,57.14,Basavanagudi,10K+ ratings
3,https://www.swiggy.com/restaurants/kfc-vani-vilas-road-basavanagudi-bangalore-17301,Mirinda Can 300 ml,57.14,Basavanagudi,10K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver Big Spicy Chicken Wrap Meal,404.77,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver Chicken Maharaja Mac Meal,384.77,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver McChicken Meal,304.77,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver McSpicy Chicken Meal,328.58,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver McSpicy Paneer Meal,315.24,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver McVeggie Meal,299.05,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver Mexican McAloo Tikki Meal,216.19,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver Veg Maharaja Mac Meal,384.77,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSaver McSpicy Premium Chicken Meal,385,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSpicy Fried Chicken 10 Pc + 2 Fries (L) + 4 Coke,1239.06,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,Big Spicy Chicken Wrap,220,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,Big Spicy Paneer Wrap,220,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSpicy Chicken Burger,200,Basavangudi,1K+ ratings
4,https://www.swiggy.com/restaurants/mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457522,McSpicy Paneer Burger,190.48,Basavangudi,1K+ ratings
